id,customer_id,month,name,age,ssn,occupation,annual_income,monthly_inhand_salary,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,type_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
99367.0,11723.0,1,1107.0,134.0,1610.0,15,7697.0,1870.789166666667,4.0,5.0,18.0,307.0,2125.0,10.0,179.0,4190.0,5.0,2,3300.0,23.04403731510073,95.0,2,109.79214009301548,6304.0,6,19107.0,Good
68596.0,7415.0,7,2677.0,978.0,7462.0,5,4.0,8529.1825,7.0,5.0,5.0,244.0,2799.0,19.0,153.0,1143.0,6.0,2,724.0,31.73016906120772,95.0,2,320.7675610736531,55708.0,3,61400.0,Good
62415.0,816.0,0,2590.0,768.0,10747.0,7,16298.0,6301.8516666666665,1.0,4.0,7.0,3.0,5591.0,11.0,654.0,3941.0,3.0,1,730.0,29.83267456472528,246.0,1,51.7028250812161,11990.0,2,90182.0,Good
59448.0,8659.0,6,10058.0,0.0,1888.0,0,3247.0,942.2579166666668,3.0,3.0,7.0,174.0,2774.0,12.0,200.0,4171.0,4.0,1,11545.0,28.9998853584944,106.0,1,23.61909190569991,88667.0,6,23836.0,Good
73877.0,2415.0,5,4640.0,621.0,10748.0,2,3590.0,1201.0166666666669,2.0,6.0,7.0,244.0,1720.0,10.0,200.0,3222.0,3.0,1,3492.0,27.72321697346011,99.0,1,30.02712483094223,10790.0,6,19521.0,Good
90253.0,1159.0,5,77.0,949.0,3896.0,8,12441.0,3653.678333333333,3.0,1.0,11.0,1.0,6260.0,0.0,749.0,1154.0,4.0,1,8035.0,24.884964312834388,157.0,1,0.0,91048.0,6,53614.0,Good
55475.0,8047.0,1,8506.0,339.0,5169.0,1,13885.0,5016.981666666667,2.0,1.0,2.0,1.0,6260.0,2.0,654.0,896.0,2.0,1,8764.0,36.00990446940918,243.0,1,0.0,79925.0,2,89158.0,Good
2938.0,4179.0,6,1339.0,838.0,1054.0,6,17333.0,6800.8325,0.0,3.0,5.0,1.0,6260.0,1.0,749.0,3191.0,3.0,1,802.0,24.52385810739925,155.0,1,0.0,45212.0,3,87347.0,Good
76402.0,798.0,6,8679.0,747.0,1560.0,4,17853.0,7417.443333333334,0.0,2.0,3.0,244.0,5437.0,11.0,749.0,3916.0,8.0,1,3076.0,28.12076181922358,176.0,1,168.77080415188922,29953.0,3,87243.0,Good
56477.0,9421.0,5,4987.0,364.0,3761.0,13,1155.0,,1.0,5.0,9.0,3.0,684.0,8.0,61.0,3843.0,0.0,1,9486.0,38.585901148943634,120.0,1,74.61428923506313,82735.0,1,467.0,Good
39335.0,8410.0,1,168.0,747.0,5677.0,3,9374.0,2733.583333333333,8.0,3.0,14.0,174.0,6255.0,20.0,705.0,1507.0,1.0,3,10828.0,40.66511242469252,165.0,2,35.55369086237439,50008.0,1,71822.0,Good
51563.0,2856.0,5,10058.0,307.0,4591.0,5,17113.0,,0.0,3.0,3.0,3.0,5591.0,0.0,81.0,361.0,4.0,3,10695.0,41.36754089929488,312.0,1,56.203542003838685,62446.0,1,94855.0,Good
41044.0,11383.0,6,2184.0,899.0,10826.0,5,9540.0,2805.87,2.0,5.0,5.0,211.0,5749.0,9.0,732.0,4275.0,0.0,1,2347.0,32.94627527200768,404.0,1,80.21419153549967,77694.0,3,62632.0,Good
54235.0,7307.0,2,7347.0,899.0,2318.0,10,7527.0,1740.8583333333331,0.0,5.0,9.0,244.0,2966.0,0.0,654.0,3706.0,2.0,1,83.0,32.29630565678186,166.0,1,46.289162931517,55342.0,1,47149.0,Good
63055.0,10004.0,1,5771.0,687.0,3981.0,15,2198.0,11387.555,1.0,3.0,4.0,1.0,6260.0,5.0,654.0,794.0,3.0,1,12829.0,27.00522991665245,242.0,1,0.0,63717.0,3,96368.0,Good
50094.0,9384.0,4,210.0,1011.0,1767.0,8,1378.0,726.2704166666667,8.0,6.0,15.0,211.0,1076.0,9.0,705.0,1377.0,4.0,2,2046.0,27.42521319774809,156.0,2,18.480987924467247,73034.0,5,24883.0,Good
76612.0,11910.0,7,10031.0,510.0,8532.0,8,1616.0,10017.383333333331,4.0,7.0,4.0,211.0,1005.0,13.0,732.0,892.0,3.0,3,2528.0,40.4593135278834,256.0,1,214.2706924414976,16913.0,0,96425.0,Good
60860.0,7538.0,7,3193.0,555.0,4338.0,4,15387.0,5546.673333333332,5.0,1.0,7.0,1.0,6260.0,14.0,654.0,4323.0,2.0,1,618.0,39.21785170345136,204.0,1,0.0,91048.0,2,89929.0,Good
29923.0,9254.0,4,6523.0,673.0,4445.0,14,16980.0,6352.285596934968,3.0,4.0,20.0,174.0,2095.0,24.0,732.0,4122.0,8.0,2,10182.0,34.25902107399698,379.0,2,721.5350254137671,74694.0,1,93533.0,Good
29988.0,9646.0,7,241.0,862.0,374.0,7,17361.0,6730.875,2.0,4.0,7.0,174.0,5582.0,14.0,570.0,1196.0,1.0,1,3339.0,27.882586978651386,171.0,1,86.72041696962972,37085.0,2,85107.0,Good
31227.0,6758.0,0,3885.0,673.0,0.0,0,8914.0,2395.5033333333336,5.0,3.0,10.0,3.0,3463.0,14.0,6.0,3771.0,1.0,3,11199.0,40.2331242655748,98.0,1,16.296355580835662,77647.0,3,66770.0,Good
86330.0,8176.0,6,2337.0,673.0,0.0,2,14783.0,5075.941666666667,3.0,4.0,5.0,174.0,2098.0,10.0,705.0,3982.0,1.0,1,1719.0,30.71242630717505,94.0,0,72202.0,83378.0,2,83423.0,Good
65246.0,9007.0,4,4411.0,429.0,7460.0,7,8888.0,2455.479851003874,3.0,5.0,5.0,211.0,4457.0,9.0,117.0,4269.0,4.0,1,10744.0,31.484229882851963,183.0,1,183.76486964495288,61292.0,1,61394.0,Good
12975.0,6812.0,1,4963.0,510.0,11588.0,8,567.0,8410.875662626255,5.0,3.0,8.0,243.0,1303.0,5.0,81.0,3925.0,4.0,1,5993.0,28.3614371723705,107.0,1,711.9017391502495,77473.0,5,17501.0,Good
52641.0,7811.0,0,4040.0,577.0,9647.0,14,1714.0,10250.91,5.0,3.0,11.0,173.0,4144.0,12.0,334.0,1040.0,4.0,1,3035.0,23.997398051947822,165.0,1,73.98129377430999,87354.0,5,42854.0,Good
57401.0,20.0,0,5457.0,723.0,2975.0,4,10358.0,2859.518333333333,3.0,5.0,4.0,3.0,5591.0,6.0,30.0,856.0,5.0,1,31.0,24.01385605172648,255.0,1,21.21457645232058,37356.0,1,76383.0,Good
41289.0,3647.0,2,1054.0,510.0,0.0,15,16037.0,6250.128333333332,2.0,1.0,7.0,174.0,4138.0,11.0,30.0,1206.0,2.0,1,3536.0,31.22889226600818,246.0,1,120.84417296319788,33306.0,4,82819.0,Good
7542.0,1622.0,4,3312.0,235.0,1138.0,12,4000.0,1538.5566666666666,3.0,4.0,15.0,1.0,6260.0,8.0,81.0,1108.0,7.0,2,13101.0,29.81600492055653,122.0,1,0.0,5959.0,5,44932.0,Good
74200.0,1263.0,3,10058.0,811.0,1961.0,10,6921.0,1631.456666666667,8.0,7.0,2.0,1.0,6260.0,15.0,749.0,3617.0,1.0,1,6254.0,36.07942206500197,122.0,1,0.0,57807.0,3,60978.0,Good
78303.0,12029.0,1,7982.0,577.0,8404.0,5,1361.0,10099.785,0.0,3.0,2.0,211.0,2004.0,15.0,46.0,3984.0,4.0,3,12890.0,24.4932616366254,234.0,1,256.3437451301502,88321.0,5,98632.0,Good
30454.0,6375.0,6,2397.0,899.0,10522.0,8,16236.0,,1.0,2.0,2.0,3.0,1410.0,11.0,570.0,4098.0,4.0,1,5773.0,29.24794268792452,314.0,1,42.19111810979919,90295.0,1,92244.0,Good
72459.0,182.0,0,6207.0,949.0,8583.0,14,617.0,9149.3975,4.0,5.0,12.0,3.0,3463.0,14.0,159.0,4126.0,1506.0,3,8097.0,32.939800686786015,264.0,0,62.24258065692497,75503.0,1,411.0,Good
41750.0,6139.0,2,717.0,838.0,484.0,15,3182.0,12274.72,0.0,4.0,3.0,211.0,1704.0,11.0,0.0,2131.0,1.0,1,11593.0,23.28749629438385,270.0,1,363.8663970157242,91048.0,0,71425.0,Good
42130.0,7831.0,3,7424.0,673.0,12259.0,5,17593.0,,857.0,6.0,2.0,1.0,6260.0,10.0,570.0,3601.0,0.0,3,2442.0,35.028800735033215,121.0,1,0.0,46200.0,2,89212.0,Good
2637.0,12401.0,5,2316.0,364.0,2168.0,5,1738.0,9367.50018663296,1.0,3.0,12.0,244.0,1830.0,2.0,732.0,4311.0,3.0,1,1995.0,29.2063036449916,292.0,1,1278.1862513347712,67776.0,3,53816.0,Good
56868.0,3676.0,4,1716.0,308.0,10231.0,5,3443.0,12352.546666666669,5.0,5.0,2.0,174.0,683.0,14.0,6.0,2245.0,1.0,3,5431.0,35.799058673591894,170.0,1,4040.0,44448.0,3,563.0,Good
71985.0,7626.0,2,4111.0,747.0,634.0,0,15166.0,5417.858333333334,7.0,4.0,10.0,211.0,4457.0,25.0,9.0,2157.0,2.0,1,918.0,38.86108233163193,274.0,0,124.05338967256895,90857.0,3,83982.0,Good
78383.0,8007.0,1,4532.0,510.0,383.0,10,9568.0,2752.9691666666668,8.0,7.0,4456.0,174.0,5586.0,6.0,201.0,3920.0,5.0,2,7478.0,36.44529316755542,404.0,1,27.84830407199534,18238.0,3,56188.0,Good
12629.0,7953.0,5,3078.0,747.0,11253.0,12,1220.0,9443.54559157295,2.0,3.0,7.0,244.0,5900.0,2.0,705.0,3646.0,1.0,1,10889.0,31.39724912964744,257.0,1,768.3920502696701,53937.0,5,89766.0,Good
26512.0,9653.0,7,10058.0,838.0,10706.0,8,13006.0,4346.145,1480.0,3.0,2.0,244.0,411.0,29.0,705.0,1008.0,3.0,1,6224.0,30.76208364034561,177.0,1,23419.0,67781.0,6,9423.0,Good
79983.0,8999.0,1,2366.0,838.0,12173.0,7,18047.0,7611.9175,3.0,4.0,3.0,244.0,3607.0,2.0,654.0,3989.0,8.0,3,13020.0,39.01790625191194,222.0,1,254.7579658510017,78446.0,1,89013.0,Good
59251.0,6411.0,6,5461.0,577.0,8689.0,5,12290.0,3870.698333333333,2.0,5.0,6.0,1.0,6260.0,4.0,9.0,4180.0,1.0,1,13062.0,32.40014682791874,92.0,1,0.0,48699.0,6,51713.0,Good
42321.0,6959.0,6,4268.0,998.0,6136.0,3,18179.0,7877.7825,4.0,2.0,7.0,211.0,2156.0,-1.0,6.0,2122.0,5.0,3,4661.0,31.03632912566557,230.0,1,210.9546515462873,33933.0,3,86334.0,Good
21487.0,5368.0,6,8168.0,747.0,2678.0,11,11931.0,3761.916666666666,2.0,7.0,5.0,1.0,6260.0,8.0,8.0,3771.0,0.0,1,11515.0,40.67222077306583,206.0,1,0.0,59486.0,2,84073.0,Good
9451.0,4249.0,0,9441.0,899.0,2706.0,15,8420.0,2355.41,2.0,5.0,4.0,244.0,4407.0,11.0,732.0,3599.0,3.0,1,9179.0,35.31160874170713,204.0,0,86.15357285433218,40909.0,6,5609.0,Good
961.0,8342.0,2,8663.0,651.0,8597.0,7,81.0,8599.6625,0.0,1.0,3.0,211.0,4956.0,5.0,200.0,3808.0,3.0,1,5483.0,27.01076870447217,122.0,1,250.5993115471892,91048.0,4,78959.0,Good
60444.0,2227.0,7,1432.0,194.0,3421.0,15,4928.0,14681.973333333332,1.0,2.0,12.0,211.0,6020.0,15.0,9.0,1181.0,9.0,1,956.0,42.20903262406716,134.0,1,288.8732904760589,28370.0,1,2615.0,Good
44490.0,7417.0,7,7493.0,764.0,10805.0,2,8095.0,2095.820015981149,6.0,7.0,13.0,211.0,4305.0,28.0,81.0,1077.0,3.0,2,12276.0,35.416761340119685,156.0,2,303.2298303351204,19427.0,3,35214.0,Good
18194.0,3975.0,3,10058.0,339.0,5219.0,3,15174.0,5887.586666666666,3.0,5.0,4.0,174.0,4140.0,13.0,6.0,901.0,0.0,1,8646.0,39.59586637664413,242.0,1,81.07807107734321,19237.0,1,85012.0,Good
99562.0,2890.0,6,624.0,364.0,10594.0,5,9723.0,2948.0116666666668,0.0,2.0,5.0,1.0,6260.0,10.0,6.0,4174.0,5.0,1,12789.0,38.5142386758405,274.0,1,0.0,40407.0,4,39052.0,Good
69104.0,104.0,3,1804.0,409.0,5527.0,13,15419.0,6088.586666666666,1.0,1.0,10.0,211.0,3374.0,2.0,671.0,4307.0,0.0,1,10091.0,41.13386571424423,202.0,1,121.91791454372937,54778.0,3,53275.0,Good
47775.0,6034.0,1,5902.0,1011.0,8846.0,1,15872.0,6251.225000000001,5.0,6.0,4.0,244.0,1916.0,7.0,179.0,4286.0,2.0,1,754.0,39.475358304932776,121.0,1,180.5608195167191,54219.0,0,47647.0,Good
94976.0,11125.0,3,7957.0,621.0,7384.0,1,1391.0,,0.0,5.0,10.0,211.0,5954.0,12.0,671.0,3285.0,4.0,1,3695.0,37.337552041480606,102.0,1,239.7093039270492,55085.0,2,85116.0,Good
2325.0,1277.0,5,2644.0,577.0,11776.0,5,117.0,8537.65,4.0,7.0,6.0,1.0,6260.0,23.0,732.0,1743.0,10.0,2,10857.0,23.28739279704808,319.0,2,0.0,76806.0,4,67036.0,Good
27797.0,6066.0,5,9570.0,899.0,6160.0,15,8577.0,,4.0,5.0,13.0,3.0,1410.0,10.0,732.0,2241.0,2.0,2,11225.0,23.670560743238088,199.0,1,19.300591248261625,91049.0,6,28183.0,Good
54342.0,9924.0,4,1548.0,1061.0,11256.0,8,14895.0,5202.5266666666685,1.0,3.0,12.0,273.0,1118.0,8.0,685.0,752.0,4.0,1,3120.0,33.82977082289122,315.0,1,120.06420507990389,756.0,1,81449.0,Good
60700.0,5997.0,7,9845.0,788.0,6141.0,7,16868.0,6796.947499999998,3.0,4.0,6.0,211.0,5498.0,21.0,62.0,3640.0,3.0,1,13040.0,30.44092044507249,319.0,1,161.03438851378766,55661.0,4,60805.0,Good
57304.0,2543.0,3,681.0,1011.0,3132.0,12,15248.0,5478.113333333334,4.0,5.0,11.0,174.0,1405.0,27.0,732.0,4031.0,0.0,1,9501.0,33.23159571736257,159.0,1,99.90013813083004,91049.0,2,77926.0,Good
57259.0,6283.0,4,9209.0,387.0,2905.0,0,18933.0,8032.696666666668,7.0,4.0,6.0,3.0,5591.0,19.0,9.0,4060.0,5.0,2,10975.0,29.64249673763565,114.0,1,62.13255699387225,67825.0,6,73907.0,Good
39523.0,4307.0,0,2687.0,1011.0,7840.0,7,13700.0,5035.713333333333,4.0,7.0,9.0,174.0,6256.0,11.0,9.0,906.0,3.0,1,460.0,26.56363368166455,129.0,1,67.02733724509622,57597.0,6,33212.0,Good
50430.0,3769.0,0,309.0,451.0,10735.0,1,11513.0,3454.258333333333,1.0,2.0,6.0,3.0,2100.0,14.0,46.0,2119.0,4.0,1,6.0,37.505456947176974,247.0,0,25.7980240980847,85327.0,2,76585.0,Good
72926.0,8712.0,4,8380.0,597.0,0.0,11,4227.0,1661.7229166666666,8.0,5.0,12.0,174.0,1403.0,5.0,671.0,4314.0,0.0,1,10777.0,28.237894167463427,86.0,1,16.37977717407205,28310.0,6,18355.0,Good
22033.0,2489.0,7,7499.0,862.0,4117.0,10,1828.0,10216.886014968688,4.0,7.0,3.0,174.0,2777.0,15.0,654.0,3265.0,3.0,1,10503.0,29.24629023425344,247.0,1,759.9857463717369,67248.0,3,87533.0,Good
31339.0,1430.0,0,8493.0,288.0,7025.0,6,15305.0,5896.016666666666,2.0,3.0,7.0,3.0,1410.0,6.0,570.0,3666.0,6.0,1,3769.0,31.819343986963712,247.0,1,53.88124180975296,40260.0,5,82592.0,Good
8899.0,8098.0,0,8461.0,510.0,10576.0,14,9016.0,2801.244166666667,5.0,6.0,16.0,273.0,1063.0,9.0,81.0,703.0,5.0,2,3434.0,32.89475048343736,105.0,0,74.63292376810368,89493.0,0,56355.0,Good
53605.0,8557.0,4,6525.0,747.0,6712.0,10,7028.0,,4.0,6.0,18.0,3.0,2779.0,25.0,99.0,4267.0,5.0,3,1251.0,37.25173005543351,404.0,2,9.299161964160938,91048.0,4,62457.0,Good
19329.0,10023.0,0,10058.0,1034.0,4747.0,12,7548.0,,3.0,5.0,12.0,174.0,4870.0,4.0,8.0,2251.0,3.0,3,321.0,31.63004444902357,247.0,1,19.36062186393613,7435.0,4,49826.0,Good
37208.0,12290.0,3,9467.0,651.0,11473.0,1,1830.0,10631.555,1.0,7.0,10.0,3.0,3463.0,6.0,2.0,3248.0,3.0,1,10825.0,26.5011813725213,92.0,1,57.74193101938323,83975.0,5,70946.0,Good
58276.0,9666.0,7,8772.0,788.0,3071.0,3,15244.0,,4.0,4.0,8.0,244.0,555.0,12.0,99.0,3204.0,4.0,1,8672.0,35.044479317130325,323.0,1,270.83592194698565,69270.0,5,10100.0,Good
89293.0,3438.0,5,3689.0,1034.0,683.0,13,11554.0,3214.3175,2.0,5.0,5.0,244.0,1543.0,11.0,671.0,739.0,4.0,1,879.0,38.89811112272097,250.0,1,122.9857763390716,24552.0,4,36275.0,Good
2764.0,394.0,7,8403.0,0.0,9592.0,7,2624.0,1038.0779166666666,5.0,5.0,6.0,211.0,2006.0,12.0,654.0,3904.0,4.0,1,12322.0,30.17360487406134,171.0,1,26.371075761637808,41219.0,3,41686.0,Good
87506.0,5449.0,6,7576.0,577.0,4286.0,11,2865.0,12119.543333333331,0.0,1.0,12.0,3.0,0.0,1.0,9.0,1054.0,1.0,1,797.0,39.265251376542935,320.0,1,104.57986855439886,91049.0,3,98343.0,Good
58695.0,9831.0,1,10058.0,531.0,8328.0,11,15227.0,5971.218333333332,4.0,5.0,6.0,3.0,0.0,2.0,9.0,3829.0,3.0,1,2701.0,29.42370055315024,210.0,0,55.22823708749913,49495.0,5,76250.0,Good
85600.0,5092.0,3,8793.0,194.0,7801.0,3,6826.0,1950.1466666666663,3.0,2.0,11.0,211.0,3210.0,3.0,46.0,3281.0,2.0,1,2538.0,37.8912752162128,194.0,1,29.22649302259937,32988.0,6,16039.0,Good
66237.0,2805.0,5,1321.0,1034.0,5460.0,10,8544.0,,6.0,3.0,6.0,1.0,6260.0,5.0,179.0,1075.0,5.0,1,1444.0,29.35165832019197,250.0,1,0.0,31028.0,5,50102.0,Good
41352.0,5444.0,6,6794.0,899.0,7150.0,8,11803.0,3656.568333333333,4.0,7.0,7.0,174.0,683.0,3.0,685.0,697.0,3.0,1,12963.0,40.11883502596197,187.0,0,37.507184612749846,13059.0,2,72247.0,Good
3627.0,6029.0,0,8187.0,1033.0,942.0,15,7328.0,1692.075507065946,5.0,7.0,10.0,1.0,6260.0,25.0,81.0,4294.0,3.0,1,9084.0,28.280503066595923,234.0,0,212.314492934054,22841.0,4,35772.0,Good
87364.0,9652.0,7,5813.0,899.0,2747.0,3,3243.0,12353.87,3.0,4.0,1.0,3.0,2779.0,13.0,200.0,4287.0,0.0,1,12969.0,31.02367126396257,93.0,1,109.17439025538977,48402.0,0,728.0,Good
90684.0,9170.0,7,5302.0,702.0,7416.0,8,12972.0,3574.2565918255987,5.0,7.0,9.0,244.0,366.0,14.0,99.0,3239.0,3.0,3,10817.0,27.85313991253043,404.0,1,463.0696878673117,10063.0,0,64880.0,Good
83911.0,6239.0,1,9847.0,597.0,3930.0,7,1088.0,9641.48,1.0,6.0,9.0,244.0,5146.0,1.0,407.0,392.0,1.0,3,600.0,39.04909391094289,199.0,1,245.0136839362375,68608.0,6,68572.0,Good
36295.0,12064.0,7,5033.0,531.0,6320.0,4,8686.0,2579.805,5.0,1.0,6.0,174.0,1403.0,6.0,685.0,2172.0,0.0,3,7298.0,38.36423121364921,309.0,1,35.00184261101656,89067.0,4,64524.0,Good
99864.0,7315.0,3,5837.0,409.0,4174.0,14,12266.0,3828.2775,0.0,4.0,4.0,1.0,6260.0,4.0,732.0,2211.0,1.0,1,1879.0,41.36992034703073,404.0,1,0.0,82855.0,2,82225.0,Good
27336.0,4935.0,0,10058.0,948.0,4809.0,6,15549.0,5773.005,8.0,4.0,3938.0,174.0,4874.0,30.0,239.0,4213.0,7.0,1,12401.0,29.18739206942932,223.0,1,97.85238037416651,41958.0,6,77876.0,Good
4617.0,2788.0,2,7791.0,788.0,3310.0,6,10344.0,2653.078333333333,1.0,5.0,7.0,211.0,2479.0,13.0,30.0,3282.0,0.0,1,11474.0,29.535919689061345,106.0,1,52.92380655556158,36868.0,4,16543.0,Good
69105.0,104.0,2,1804.0,409.0,5527.0,13,15419.0,6088.586666666666,1.0,1.0,10.0,211.0,3374.0,5.0,671.0,4307.0,0.0,1,10091.0,36.41292675631738,193.0,1,121.91791454372937,91049.0,1,84966.0,Good
63552.0,797.0,3,10058.0,747.0,0.0,1,11826.0,,0.0,5.0,5.0,1.0,6260.0,-1.0,685.0,4301.0,1.0,3,1791.0,26.446411243957588,88.0,1,0.0,82969.0,2,80453.0,Good
16031.0,7801.0,1,6326.0,925.0,9330.0,15,1863.0,1206.86875,3.0,4.0,13.0,391.0,3052.0,11.0,117.0,1020.0,0.0,2,2966.0,35.97854337997305,307.0,2,27.97205372495192,62704.0,6,48821.0,Good
84168.0,8765.0,3,10058.0,429.0,1183.0,6,17844.0,7504.455000000001,2.0,4.0,5.0,1.0,6260.0,10.0,407.0,4126.0,1.0,1,11964.0,29.062825273506533,212.0,1,0.0,89730.0,1,96669.0,Good
62630.0,8845.0,4,9414.0,339.0,10131.0,1,1294.0,688.2204166666667,5.0,7.0,10.0,174.0,1407.0,27.0,62.0,1613.0,10.0,2,647.0,37.60569001789929,70.0,2,11.089574893795469,12163.0,1,31251.0,Good
